Renter_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
AGENT,2,BHK,Apartment,Limat,"12,000",930,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",970,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"10,000",860,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",830,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",830,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",960,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",790,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",780,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,000",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",930,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,000",780,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",960,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",1100,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",710,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",990,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,000",856,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",646,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",850,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,500",775,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",630,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",985,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"11,500",896,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",896,Furnished,2
AGENT,2,BHK,Apartment,Limat,"9,500",856,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"7,000",545,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",658,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",675,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,500",623,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"13,000",879,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",968,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"13,000",969,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",960,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",660,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",960,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,000",646,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"10,500",869,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",589,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,700",987,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",652,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,000",1432,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",754,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",756,Furnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",896,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",525,Semi-Furnished,1
AGENT,4,BHK,Apartment,Limat,"17,500",1728,Semi-Furnished,4
AGENT,3,BHK,Apartment,Limat,"14,000",1232,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"11,000",980,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",756,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,500",785,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"9,300",546,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",1012,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"7,500",641,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",545,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",893,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",1223,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"9,500",980,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",850,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,500",775,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",630,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",985,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"9,500",753,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"9,000",645,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",845,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",985,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",645,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",523,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"13,000",960,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",1020,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",675,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,500",623,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"13,000",879,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",968,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"13,000",969,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",960,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",645,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",523,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"13,000",960,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",1020,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",1011,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"13,000",960,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",1030,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,000",860,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"12,000",930,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",970,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"10,000",860,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",830,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",830,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",960,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",790,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",780,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,000",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",930,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,000",780,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",980,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"12,000",960,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,900",930,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",960,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",930,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",830,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"9,000",845,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",686,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,500",545,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",652,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"13,000",1023,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"8,000",615,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",657,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"11,500",896,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,800",986,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"7,000",545,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",658,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"15,000",896,Furnished,2
AGENT,2,BHK,Apartment,Limat,"9,500",856,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",898,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",980,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",756,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,500",785,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"9,300",546,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",1012,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"7,500",641,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",545,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",893,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",1223,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"9,500",980,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",1020,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,000",740,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"8,500",745,Semi-Furnished,1
AGENT,3,BHK,Apartment,Limat,"14,000",1085,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",995,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"13,000",980,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",720,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,000",940,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",775,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",850,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"13,000",980,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",720,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,000",940,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",775,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",850,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",890,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",850,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",910,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",910,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",910,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",850,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",720,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",980,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",745,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"9,000",920,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"11,000",910,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",998,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,500",745,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"11,000",1020,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",920,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",920,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",920,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,2,BHK,Apartment,Limat,"16,000",920,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",920,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,3,BHK,Apartment,Limat,"26,000",1562,Furnished,3
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"15,000",562,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",920,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"8,000",550,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"25,000",995,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"24,000",1250,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"18,000",1520,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"13,000",650,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",550,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"28,000",1200,Furnished,2
AGENT,3,BHK,Apartment,Limat,"34,000",1250,Furnished,3
AGENT,2,BHK,Apartment,Limat,"27,000",1100,Furnished,2
AGENT,1,RK,Studio Apartment,Limat,"17,000",400,Furnished,1
AGENT,1,BHK,Apartment,Limat,"11,000",550,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"21,000",1080,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"22,000",1250,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"14,000",620,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"16,000",995,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"12,000",640,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"17,000",620,Furnished,1
AGENT,2,BHK,Apartment,Limat,"20,000",995,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"14,000",630,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"17,000",995,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"30,000",1500,Furnished,3
AGENT,1,RK,Studio Apartment,Limat,"6,000",450,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,500",550,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"13,000",1025,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"10,550",825,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"35,000",1126,Furnished,
AGENT,2,BHK,Apartment,Limat,"14,500",972,Furnished,2
AGENT,3,BHK,Apartment,Limat,"17,500",1500,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"22,000",880,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Unfurnished,2
AGENT,3,BHK,Villa,Limat,"23,000",1770,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"15,000",620,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"10,000",1250,Furnished,2
AGENT,2,BHK,Apartment,Limat,"22,000",880,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",620,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"20,000",1020,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"21,000",980,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"32,000",1300,Furnished,2
AGENT,2,BHK,Apartment,Limat,"23,000",1100,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Furnished,2
AGENT,3,BHK,Apartment,Limat,"40,000",1500,Furnished,3
AGENT,1,RK,Studio Apartment,Limat,"17,000",480,Furnished,1
AGENT,2,BHK,Apartment,Limat,"55,000",1250,Furnished,2
AGENT,1,BHK,Apartment,Limat,"20,000",650,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"25,000",1040,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"25,000",1750,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"22,000",1250,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"42,000",1500,Furnished,3
AGENT,2,BHK,Apartment,Limat,"21,500",1250,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"41,000",2600,Semi-Furnished,2
AGENT,4,BHK,Apartment,Limat,"45,000",2400,Unfurnished,3
AGENT,4,BHK,Apartment,Limat,"45,000",2600,Furnished,4
AGENT,2,BHK,Apartment,Limat,"24,000",1250,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"40,000",1550,Furnished,3
AGENT,2,BHK,Apartment,Limat,"22,000",1500,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"30,000",1500,Furnished,3
AGENT,2,BHK,Apartment,Limat,"25,000",1250,Furnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1500,Furnished,2
AGENT,4,BHK,Apartment,Limat,"45,000",2000,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"30,000",1250,Furnished,2
AGENT,3,BHK,Apartment,Limat,"30,000",1500,Furnished,3
AGENT,3,BHK,Apartment,Limat,"30,000",1600,Furnished,3
AGENT,3,BHK,Apartment,Limat,"40,000",1400,Furnished,2
AGENT,1,BHK,Apartment,Limat,"18,000",600,Furnished,1
AGENT,3,BHK,Apartment,Limat,"29,000",1500,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"13,500",800,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"16,000",1099,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"18,000",1325,Furnished,2
AGENT,4,BHK,Apartment,Limat,"60,000",2370,Semi-Furnished,3
AGENT,1,BHK,Apartment,Limat,"13,000",650,Semi-Furnished,1
AGENT,3,BHK,Apartment,Limat,"24,000",1300,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"60,000",2845,Semi-Furnished,5
AGENT,1,BHK,Apartment,Limat,"10,000",600,Semi-Furnished,1
AGENT,3,BHK,Apartment,Limat,"17,500",1500,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"19,000",1020,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",995,Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",1000,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"13,000",650,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",650,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"13,000",689,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"12,000",650,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"11,000",686,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"15,000",900,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"23,000",1080,Furnished,2
AGENT,2,BHK,Apartment,Limat,"15,500",1029,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"10,000",700,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"20,000",900,Furnished,2
AGENT,1,BHK,Apartment,Limat,"12,000",700,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1008,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"12,000",700,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"13,000",650,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"18,000",1008,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",980,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"12,000",680,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"12,000",650,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"12,000",680,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"11,000",686,Unfurnished,1
AGENT,3,BHK,Apartment,Limat,"45,000",1800,Furnished,3
AGENT,3,BHK,Apartment,Limat,"30,000",1400,Furnished,3
AGENT,3,BHK,Apartment,Limat,"40,000",1300,Furnished,3
AGENT,3,BHK,Apartment,Limat,"50,000",1525,Furnished,3
AGENT,2,BHK,Apartment,Limat,"17,000",1100,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"23,000",1500,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"17,000",1100,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"14,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"14,500",1200,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"20,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"22,000",1100,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"20,000",1000,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"19,000",1350,Furnished,1
AGENT,3,BHK,Apartment,Limat,"24,000",1550,Unfurnished,3
AGENT,3,BHK,Apartment,Limat,"24,000",1550,Unfurnished,3
AGENT,2,BHK,Apartment,Limat,"18,500",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",1050,Unfurnished,2
AGENT,1,RK,Studio Apartment,Limat,"12,500",600,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"14,500",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",995,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"10,000",940,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"30,000",1350,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"20,000",990,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"10,000",610,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"18,000",1116,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,500",1044,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",1105,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"12,000",690,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"14,000",960,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"40,000",1550,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"40,000",1500,Unfurnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"43,000",1770,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"32,000",750,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"32,000",750,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"32,000",750,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"32,000",750,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"32,000",750,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"32,000",750,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"32,000",750,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"23,000",937,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",950,Unfurnished,2
