Renter_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
AGENT,2,BHK,Apartment,Secha,"15,000",985,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",980,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,800",940,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,700",890,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"17,500",1448,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"17,000",1555,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"13,500",940,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,200",580,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",875,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",580,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"10,200",580,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"11,000",570,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",880,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"20,000",1560,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"13,000",870,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",980,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,500",580,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",585,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,000",450,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"30,000",1550,Furnished,3
AGENT,2,BHK,Apartment,Secha,"12,500",872,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,500",580,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"17,000",1458,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",1115,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",983,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,500",972,Unfurnished,2
AGENT,1,RK,Studio Apartment,Secha,"7,000",520,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,000",550,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"18,000",1550,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"35,000",1650,Semi-Furnished,3
BUILDER,1,BHK,Apartment,Secha,"11,000",550,Unfurnished,1
AGENT,2,BHK,Independent Floor,Secha,"12,500",1100,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"23,000",1150,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",977,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",977,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",585,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"34,000",1563,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"23,000",1150,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"30,000",1635,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"18,500",940,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",870,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",898,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",809,Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1023,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"16,500",729,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"16,000",610,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"9,000",750,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"22,500",1465,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"10,000",670,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"10,000",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"15,500",851,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1094,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",633,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",650,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"15,500",851,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",650,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"22,000",1500,Semi-Furnished,3
AGENT,1,RK,Studio Apartment,Secha,"8,000",350,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"15,500",950,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"10,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",900,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",676,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",650,Furnished,1
AGENT,1,BHK,Apartment,Secha,"11,000",550,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,500",950,Semi-Furnished,2
AGENT,1,RK,Studio Apartment,Secha,"6,000",350,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"17,000",900,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",590,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"14,000",560,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"19,000",950,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",850,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"12,500",580,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"17,000",850,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"12,500",580,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"13,000",700,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"11,000",530,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",530,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"16,000",860,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",860,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,500",647,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"9,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"15,000",600,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1100,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",900,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"19,500",1130,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"14,000",526,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",900,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"14,500",610,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"25,000",973,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,500",1290,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,000",983,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"42,000",1525,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",1002,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,500",990,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1420,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",1125,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,500",945,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"17,500",1318,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"23,000",1200,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"17,500",1220,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",600,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",900,Furnished,2
AGENT,2,BHK,Apartment,Secha,"23,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",943,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",600,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"19,500",1100,Furnished,2
AGENT,3,BHK,Apartment,Secha,"20,000",1524,Semi-Furnished,2
AGENT,4,BHK,Apartment,Secha,"40,000",2800,Furnished,4
AGENT,2,BHK,Apartment,Secha,"21,000",1030,Furnished,2
AGENT,3,BHK,Apartment,Secha,"12,500",1050,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",680,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"35,000",1600,Furnished,3
AGENT,3,BHK,Apartment,Secha,"18,000",1200,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"33,000",2016,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"16,500",1350,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",600,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",900,Furnished,2
AGENT,2,BHK,Apartment,Secha,"23,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",943,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",600,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"19,500",1100,Furnished,2
AGENT,3,BHK,Apartment,Secha,"20,000",1524,Semi-Furnished,2
AGENT,4,BHK,Apartment,Secha,"40,000",2800,Furnished,4
AGENT,2,BHK,Apartment,Secha,"21,000",1030,Furnished,2
AGENT,3,BHK,Apartment,Secha,"12,500",1050,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",680,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"22,000",1580,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",970,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",600,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"17,000",1137,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"17,500",1280,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"23,500",1123,Furnished,2
AGENT,2,BHK,Apartment,Secha,"20,500",1350,Furnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",963,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",1350,Furnished,2
AGENT,4,BHK,Villa,Secha,"45,000",3000,Semi-Furnished,4
AGENT,3,BHK,Apartment,Secha,"17,500",1200,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"33,000",2016,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"16,000",1015,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",900,Furnished,2
AGENT,3,BHK,Apartment,Secha,"18,000",1500,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"35,000",1600,Furnished,3
AGENT,3,BHK,Apartment,Secha,"18,000",1200,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"16,500",1350,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"26,500",1550,Furnished,2
AGENT,3,BHK,Apartment,Secha,"21,000",1386,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"18,500",955,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"18,000",1200,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",1100,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"19,500",1290,Semi-Furnished,2
AGENT,3,BHK,Villa,Secha,"26,000",2000,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",1100,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"15,000",1280,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"16,500",1240,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"27,000",1500,Furnished,3
AGENT,2,BHK,Apartment,Secha,"16,000",1100,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1400,Semi-Furnished,2
AGENT,3,BHK,Villa,Secha,"26,000",2000,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"14,800",1153,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"30,000",1500,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"6,000",605,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"11,000",680,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"12,500",535,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",1031,Unfurnished,2
OWNER,2,BHK,Apartment,Secha,"20,000",900,Furnished,2
OWNER,2,BHK,Apartment,Secha,"23,000",920,Furnished,2
AGENT,4,BHK,Apartment,Secha,2,4500,Furnished,5
AGENT,1,BHK,Apartment,Secha,"90,000",575,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"9,500",520,Furnished,1
AGENT,1,BHK,Apartment,Secha,"9,000",500,Furnished,1
AGENT,1,BHK,Apartment,Secha,"8,500",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"20,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"24,000",1050,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"40,000",1800,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"33,000",1600,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"22,000",1100,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"24,000",1000,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"8,500",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"16,500",950,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",950,Furnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"35,000",1200,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"17,000",600,Furnished,1
AGENT,3,BHK,Apartment,Secha,"35,000",1520,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"30,000",1100,Furnished,2
AGENT,2,BHK,Apartment,Secha,"30,000",1150,Furnished,2
AGENT,3,BHK,Independent House,Secha,"45,000",2500,Furnished,3
AGENT,4,BHK,Apartment,Secha,"75,000",2500,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"30,000",1150,Semi-Furnished,2
AGENT,4,BHK,Apartment,Secha,"60,000",1800,Furnished,4
AGENT,1,BHK,Apartment,Secha,"13,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"14,000",500,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"15,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"13,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"13,000",629,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"14,000",700,Furnished,1
AGENT,3,BHK,Apartment,Secha,"20,000",1500,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"12,000",601,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"14,000",700,Furnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",620,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"17,000",1070,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"14,000",612,Furnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",1120,Semi-Furnished,2
AGENT,1,RK,Studio Apartment,Secha,"10,000",450,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"14,500",650,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"35,000",1500,Furnished,3
AGENT,2,BHK,Apartment,Secha,"30,000",1050,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"40,000",1450,Furnished,3
AGENT,2,BHK,Apartment,Secha,"35,000",1200,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"17,000",600,Furnished,1
AGENT,3,BHK,Apartment,Secha,"35,000",1520,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"12,000",969,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"27,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",951,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",900,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",900,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1200,Furnished,2
AGENT,1,BHK,Apartment,Secha,"9,500",550,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"8,500",750,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",950,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"20,000",1600,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",900,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",1055,Furnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",602,Unfurnished,1
AGENT,5,BHK,Villa,Secha,1.6,3531,Furnished,5
AGENT,2,BHK,Apartment,Secha,"20,000",750,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",976,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"23,000",1532,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"14,000",700,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"20,000",750,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",976,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1200,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"19,500",1120,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1400,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"36,000",1200,Furnished,3
AGENT,2,BHK,Apartment,Secha,"25,000",600,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"29,000",950,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"35,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Secha,"29,000",844,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",793,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",950,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"30,000",1565,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"28,000",1594,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"15,500",1100,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"11,000",718,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"32,000",2300,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"15,000",1131,Semi-Furnished,2
AGENT,3,BHK,Villa,Secha,"23,000",1640,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",1085,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"8,500",558,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",990,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"11,000",718,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",1131,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",833,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",932,Furnished,2
AGENT,3,BHK,Apartment,Secha,"17,000",1250,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"11,000",597,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",1002,Furnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",1060,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"8,500",580,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"11,500",950,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"20,000",1500,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"9,000",858,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"12,500",1064,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"9,500",650,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"8,500",650,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",1255,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"10,500",820,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"8,500",935,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"11,500",950,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"15,000",1326,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"20,000",1085,Furnished,2
AGENT,2,BHK,Apartment,Secha,"11,000",951,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"12,500",990,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",980,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",1026,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1150,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"38,000",2269,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"17,000",1089,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"9,000",987,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,500",985,Unfurnished,2
BUILDER,1,BHK,Apartment,Secha,"9,500",611,Semi-Furnished,1
BUILDER,2,BHK,Apartment,Secha,"14,000",1200,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1100,Furnished,2
AGENT,3,BHK,Apartment,Secha,"16,000",1250,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"10,000",640,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,500",950,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",570,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",950,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"18,000",1299,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",950,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"13,000",650,Furnished,1
AGENT,1,BHK,Apartment,Secha,"11,000",650,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"18,000",1299,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"18,000",1590,Unfurnished,3
AGENT,1,RK,Studio Apartment,Secha,"10,000",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",950,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",570,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"15,000",1050,Furnished,2
AGENT,1,RK,Studio Apartment,Secha,"12,000",650,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"19,000",940,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",650,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"21,000",1730,Furnished,3
AGENT,3,BHK,Apartment,Secha,"21,000",1730,Furnished,3
AGENT,3,BHK,Villa,Secha,"35,000",4200,Furnished,3
AGENT,1,BHK,Apartment,Secha,"10,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"10,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",1000,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"17,000",1000,Furnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",1000,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",1000,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",1000,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"17,000",1350,Unfurnished,3
AGENT,4,BHK,Villa,Secha,"35,000",4200,Furnished,4
AGENT,3,BHK,Apartment,Secha,"17,000",1250,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"10,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"15,000",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",1000,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",1000,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"17,000",1250,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"10,000",650,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",650,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"16,000",1710,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"16,000",1250,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"13,000",1310,Semi-Furnished,2
AGENT,1,RK,Studio Apartment,Secha,"5,500",400,Furnished,1
AGENT,2,BHK,Apartment,Secha,"9,500",728,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"25,000",1200,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"30,000",1540,Semi-Furnished,3
BUILDER,2,BHK,Apartment,Secha,"18,000",825,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",777,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",1081,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,000",920,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"18,000",1500,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",1085,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"24,000",2487,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"12,500",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"10,000",830,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"11,000",551,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",595,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"16,000",1315,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"8,000",590,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,000",350,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1157,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1157,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"8,500",650,Semi-Furnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,500",350,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",650,Unfurnished,1
BUILDER,2,BHK,Apartment,Secha,"9,000",1200,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",550,Furnished,1
AGENT,1,BHK,Apartment,Secha,"15,000",575,Furnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1108,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"42,000",1350,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,500",1010,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",930,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"13,500",695,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",934,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"9,500",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"10,000",560,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",841,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1000,Semi-Furnished,2
OWNER,3,BHK,Apartment,Secha,"25,000",1230,Semi-Furnished,2
OWNER,2,BHK,Apartment,Secha,"21,000",980,Semi-Furnished,2
OWNER,2,BHK,Apartment,Secha,"10,000",875,Unfurnished,2
OWNER,2,BHK,Apartment,Secha,"16,000",975,Semi-Furnished,2
OWNER,2,BHK,Apartment,Secha,"14,000",975,Unfurnished,2
OWNER,2,BHK,Apartment,Secha,"10,000",1000,Unfurnished,2
